date_string,yield,term
1990-02-27,8.43000030518,BC_7YEAR
1990-02-28,8.51000022888,BC_10YEAR
1990-02-28,8.11999988556,BC_1YEAR
1990-02-28,8.43000030518,BC_2YEAR
1990-02-28,8.53999996185,BC_30YEAR
1990-02-28,0.0,BC_30YEARDISPLAY
1990-02-28,8.03999996185,BC_3MONTH
1990-02-28,8.44999980927,BC_3YEAR
1990-02-28,8.43999958038,BC_5YEAR
1990-02-28,8.14000034332,BC_6MONTH
1990-02-28,8.53999996185,BC_7YEAR
1990-03-01,8.59000015259,BC_10YEAR
1990-03-01,8.21000003815,BC_1YEAR
1990-03-01,8.52999973297,BC_2YEAR
1990-03-01,8.60999965668,BC_30YEAR
1990-03-01,0.0,BC_30YEARDISPLAY
1990-03-01,8.07999992371,BC_3MONTH
1990-03-01,8.52999973297,BC_3YEAR
1990-03-01,8.52999973297,BC_5YEAR
1990-03-01,8.18999958038,BC_6MONTH
1990-03-01,8.61999988556,BC_7YEAR
1990-03-02,8.53999996185,BC_10YEAR
1990-03-02,8.22000026703,BC_1YEAR
1990-03-02,8.47999954224,BC_2YEAR
1990-03-02,8.55000019073,BC_30YEAR
1990-03-02,0.0,BC_30YEARDISPLAY
1990-03-02,8.02000045776,BC_3MONTH
1990-03-02,8.5,BC_3YEAR
1990-03-02,8.5,BC_5YEAR
1990-03-02,8.17000007629,BC_6MONTH
1990-03-02,8.56999969482,BC_7YEAR
1990-03-05,8.64999961853,BC_10YEAR
1990-03-05,8.31000041962,BC_1YEAR
1990-03-05,8.55000019073,BC_2YEAR
1990-03-05,8.65999984741,BC_30YEAR
1990-03-05,0.0,BC_30YEARDISPLAY
1990-03-05,8.09000015259,BC_3MONTH
1990-03-05,8.59000015259,BC_3YEAR
1990-03-05,8.57999992371,BC_5YEAR
1990-03-05,8.27000045776,BC_6MONTH
1990-03-05,8.68999958038,BC_7YEAR
1990-03-06,8.59000015259,BC_10YEAR
1990-03-06,8.31000041962,BC_1YEAR
1990-03-06,8.53999996185,BC_2YEAR
1990-03-06,8.59000015259,BC_30YEAR
1990-03-06,0.0,BC_30YEARDISPLAY
1990-03-06,8.17000007629,BC_3MONTH
1990-03-06,8.56000041962,BC_3YEAR
1990-03-06,8.56999969482,BC_5YEAR
1990-03-06,8.23999977112,BC_6MONTH
1990-03-06,8.64000034332,BC_7YEAR
1990-03-07,8.57999992371,BC_10YEAR
1990-03-07,8.28999996185,BC_1YEAR
1990-03-07,8.53999996185,BC_2YEAR
1990-03-07,8.57999992371,BC_30YEAR
1990-03-07,0.0,BC_30YEARDISPLAY
1990-03-07,8.18000030518,BC_3MONTH
1990-03-07,8.55000019073,BC_3YEAR
1990-03-07,8.56000041962,BC_5YEAR
1990-03-07,8.22000026703,BC_6MONTH
1990-03-07,8.63000011444,BC_7YEAR
1990-03-08,8.56999969482,BC_10YEAR
1990-03-08,8.35000038147,BC_1YEAR
1990-03-08,8.59000015259,BC_2YEAR
1990-03-08,8.56000041962,BC_30YEAR
1990-03-08,0.0,BC_30YEARDISPLAY
1990-03-08,8.18000030518,BC_3MONTH
1990-03-08,8.57999992371,BC_3YEAR
1990-03-08,8.56999969482,BC_5YEAR
1990-03-08,8.23999977112,BC_6MONTH
1990-03-08,8.61999988556,BC_7YEAR
1990-03-09,8.64999961853,BC_10YEAR
1990-03-09,8.46000003815,BC_1YEAR
1990-03-09,8.72999954224,BC_2YEAR
1990-03-09,8.63000011444,BC_30YEAR
1990-03-09,0.0,BC_30YEARDISPLAY
1990-03-09,8.26000022888,BC_3MONTH
1990-03-09,8.71000003815,BC_3YEAR
1990-03-09,8.68000030518,BC_5YEAR
1990-03-09,8.32999992371,BC_6MONTH
1990-03-09,8.71000003815,BC_7YEAR
1990-03-12,8.63000011444,BC_10YEAR
1990-03-12,8.43999958038,BC_1YEAR
1990-03-12,8.71000003815,BC_2YEAR
1990-03-12,8.61999988556,BC_30YEAR
1990-03-12,0.0,BC_30YEARDISPLAY
1990-03-12,8.26000022888,BC_3MONTH
1990-03-12,8.69999980927,BC_3YEAR
1990-03-12,8.67000007629,BC_5YEAR
1990-03-12,8.32999992371,BC_6MONTH
1990-03-12,8.69999980927,BC_7YEAR
1990-03-13,8.72999954224,BC_10YEAR
1990-03-13,8.47999954224,BC_1YEAR
